hh_id,hh_cms_zone_gp,participation_group,signup_platform,diary_platform,num_days_complete,num_days_complete_weekday,num_days_complete_weekend,num_complete_mon,num_complete_tue,num_complete_wed,num_complete_thu,num_complete_fri,num_complete_sat,num_complete_sun,num_people,r_num_people,num_adults,num_kids,num_students,num_workers,num_vehicles,r_num_vehicles,num_trips,income_broad,primary_language,residence_type,residence_rent_own,home_county,vehicle_change,reduced_veh_1,reduced_veh_2,reduced_veh_3,reduced_veh_4,reduced_veh_5,reduced_veh_6,reduced_veh_7,reduced_veh_8,reduced_veh_997,increased_veh_1,increased_veh_2,increased_veh_3,increased_veh_4,increased_veh_5,increased_veh_6,increased_veh_7,increased_veh_8,increased_veh_997,ev_typical_charge_1,ev_typical_charge_2,ev_typical_charge_3,ev_typical_charge_4,ev_typical_charge_5,ev_typical_charge_6,ev_typical_charge_7,ev_typical_charge_997,ev_purchase,ev_purchase_barriers_1,ev_purchase_barriers_2,ev_purchase_barriers_3,ev_purchase_barriers_4,ev_purchase_barriers_5,num_bicycles,bicycle_type_1,bicycle_type_2,bicycle_type_997,bike_change,reduced_bike_1,reduced_bike_2,reduced_bike_3,reduced_bike_4,reduced_bike_5,reduced_bike_6,reduced_bike_7,reduced_bike_8,reduced_bike_997,increased_bike_1,increased_bike_2,increased_bike_3,increased_bike_4,increased_bike_5,increased_bike_6,increased_bike_7,increased_bike_8,increased_bike_9,increased_bike_997,bike_store_1,bike_store_2,bike_store_3,bike_store_4,bike_store_5,bike_store_6,bike_store_8,bike_store_9,bike_store_997,num_scooters,scooter_typical_charge_1,scooter_typical_charge_2,scooter_typical_charge_4,scooter_typical_charge_5,scooter_typical_charge_6,scooter_typical_charge_7,scooter_typical_charge_997,packages,hh_weight
22080574,5,1,browser,browser,1,1,0,0,1,0,0,0,0,0,2,2,2,0,0,2,0,0,4,5,1,5,2,36081,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,3,97.49721028
22080600,5,9,rmove,rmove,7,5,2,1,1,1,1,1,1,1,2,2,2,0,0,2,1,1,63,5,1,4,1,36081,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,76.84553506
22080607,5,1,browser,browser,1,1,0,0,0,0,1,0,0,0,2,2,2,0,0,2,0,0,7,7,997,5,2,36081,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,3,79.00738799
22080638,5,3,browser,rmove,7,5,2,1,1,1,1,1,1,1,3,3,3,0,0,2,2,2,10,7,1,5,1,36081,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,3,1,1,1,0,0,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,3,1020.809645
22080658,5,9,rmove,rmove,6,4,2,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,35,5,1,4,2,36081,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,1,0,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,1,0,0,0,0,0,0,0,995,995,995,995,995,995,995,995,1,155.6110714
22080676,5,9,rmove,rmove,5,3,2,1,0,0,1,1,1,1,3,3,2,1,0,2,1,1,52,6,1,3,1,36081,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,995,995,995,995,995,1,1,0,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,1,0,0,0,0,0,0,0,995,995,995,995,995,995,995,995,2,76.64440981
22080720,5,9,rmove,rmove,7,5,2,1,1,1,1,1,1,1,6,5,6,0,0,3,1,1,36,3,3,3,1,36081,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,1976.211841
22080737,5,9,rmove,rmove,7,5,2,1,1,1,1,1,1,1,2,2,2,0,0,2,1,1,25,5,1,4,2,36081,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,995,995,995,995,995,2,1,0,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,0,0,0,0,0,0,0,0,995,995,995,995,995,995,995,995,1,77.18817775
22080748,5,9,rmove,rmove,7,5,2,1,1,1,1,1,1,1,4,4,4,0,0,4,2,2,37,5,997,5,2,36081,2,995,995,995,995,995,995,995,995,995,1,0,0,0,0,1,0,0,0,995,995,995,995,995,995,995,995,1,995,995,995,995,995,4,1,1,0,2,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,1902.65173
22080787,5,9,rmove,rmove,7,5,2,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,12,2,1,5,2,36081,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,154.6263143
22080798,5,3,browser,rmove,5,4,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,10,2,1,4,2,36081,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,1,0,0,2,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,995,995,995,995,995,995,995,995,1,153.5365425
22080823,5,9,rmove,rmove,7,5,2,1,1,1,1,1,1,1,3,3,2,1,0,2,1,1,35,7,1,5,1,36081,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,995,995,995,995,995,3,1,0,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,1,0,0,0,0,995,995,995,995,995,995,995,995,2,231.3452473
22080900,5,1,browser,browser,1,1,0,0,0,1,0,0,0,0,2,2,2,0,0,2,0,0,6,7,1,5,1,36081,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,1,0,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,0,0,0,0,0,0,0,0,995,995,995,995,995,995,995,995,1,78.73719297
22080979,5,9,rmove,rmove,7,5,2,1,1,1,1,1,1,1,2,2,2,0,0,2,0,0,14,2,1,4,2,36081,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,76.80609593
22080984,5,9,rmove,rmove,6,5,1,1,1,1,1,1,0,1,2,2,2,0,0,2,1,1,44,6,1,4,2,36081,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,3,1,1,0,0,1,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,78.6504399
22081176,5,9,rmove,rmove,7,5,2,1,1,1,1,1,1,1,2,2,2,0,0,2,0,0,22,3,1,5,2,36081,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,3,328.7177164
22081192,5,9,rmove,rmove,5,4,1,0,1,1,1,1,1,0,2,2,2,0,0,1,2,2,31,2,997,4,2,36081,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,76.70521211
22081265,5,9,rmove,rmove,7,5,2,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,35,5,1,4,2,36081,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,1031.088723
22081290,5,9,rmove,rmove,7,5,2,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,36,4,1,5,1,36081,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,1,1,0,2,995,995,995,995,995,995,995,995,995,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,995,995,995,995,995,995,995,995,1,285.7065223
22081297,5,1,browser,browser,1,1,0,0,0,0,1,0,0,0,2,2,2,0,0,0,0,0,2,999,1,4,999,36081,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,3743.175509
22081312,5,1,browser,browser,1,1,0,0,0,0,1,0,0,0,2,2,2,0,0,2,0,0,2,4,1,5,2,36081,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,1,0,1,2,995,995,995,995,995,995,995,995,995,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,995,995,995,995,995,995,995,995,1,78.69893753
22081336,5,9,rmove,rmove,7,5,2,1,1,1,1,1,1,1,3,3,2,1,0,2,1,1,44,3,2,5,2,36081,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,328.8260232
22081338,5,9,rmove,rmove,7,5,2,1,1,1,1,1,1,1,3,3,2,1,1,2,0,0,48,3,1,4,2,36081,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,79.27376188
22081490,5,3,browser,rmove,3,1,2,0,1,0,0,0,1,1,2,2,2,0,0,0,1,1,40,5,3,2,1,36081,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,995,995,995,995,995,3,1,0,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,1,0,0,0,0,0,0,0,995,995,995,995,995,995,995,995,2,1220.697486
22081514,5,9,rmove,rmove,6,5,1,1,1,1,1,1,1,0,3,3,2,1,0,2,0,0,47,5,1,4,1,36081,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,1,0,0,2,995,995,995,995,995,995,995,995,995,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,995,995,995,995,995,995,995,995,1,110.6047738
22081540,5,9,rmove,rmove,7,5,2,1,1,1,1,1,1,1,2,2,2,0,0,2,1,1,56,6,1,4,1,36081,2,995,995,995,995,995,995,995,995,995,0,0,0,0,0,1,1,1,0,995,995,995,995,995,995,995,995,2,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,77.53338478
22081546,5,9,rmove,rmove,6,5,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,33,3,1,4,2,36081,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,5,156.5239975
22081566,5,9,rmove,rmove,7,5,2,1,1,1,1,1,1,1,2,2,2,0,1,2,1,1,38,5,1,5,2,36081,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,995,995,995,995,995,1,1,0,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,1,0,0,0,0,995,995,995,995,995,995,995,995,3,141.9124376
22081646,5,9,rmove,rmove,6,4,2,1,0,1,1,1,1,1,1,1,1,0,0,1,3,3,5,5,1,2,1,36081,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,3,0,1,1,1,1,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,267.8360857
22081680,5,5,call,call,1,1,0,0,0,0,1,0,0,0,2,2,2,0,1,1,1,1,4,3,1,5,2,36081,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,995,995,995,995,995,1,1,0,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,0,0,0,0,0,0,0,0,995,995,995,995,995,995,995,995,1,80.72597159
22081693,5,9,rmove,rmove,7,5,2,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,35,4,1,4,1,36081,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,157.9110602
22081712,5,1,browser,browser,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,6,7,1,4,2,36081,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,159.2642241
22081937,5,1,browser,browser,1,1,0,0,0,1,0,0,0,0,2,2,1,1,0,1,1,1,1,3,1,4,1,36081,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,170.7812514
22082004,5,9,rmove,rmove,7,5,2,1,1,1,1,1,1,1,2,2,2,0,0,1,1,1,37,5,1,3,2,36081,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,6,119.4651454
22082022,5,9,rmove,rmove,7,5,2,1,1,1,1,1,1,1,2,2,2,0,1,1,1,1,34,4,1,4,2,36081,2,995,995,995,995,995,995,995,995,995,0,0,0,0,0,1,1,0,0,995,995,995,995,995,995,995,995,2,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,120.1560564
22082083,5,9,rmove,rmove,7,5,2,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,47,4,1,5,2,36081,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,1,1,0,1,0,0,0,1,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,238.5782565
22082096,5,9,rmove,rmove,7,5,2,1,1,1,1,1,1,1,2,2,2,0,0,1,1,1,23,4,1,4,1,36081,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,995,995,995,995,995,1,1,0,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,5,183.52438
22082129,5,9,rmove,rmove,7,5,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,27,3,1,4,1,36081,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,240.3068175
22082254,5,9,rmove,rmove,7,5,2,1,1,1,1,1,1,1,2,2,2,0,0,1,0,0,60,2,1,4,2,36081,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,119.1988799
22082297,5,6,call,rmove,7,5,2,1,1,1,1,1,1,1,2,2,2,0,1,1,0,0,21,1,1,4,2,36081,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,1,0,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,0,0,0,0,0,0,0,0,995,995,995,995,995,995,995,995,2,3812.839064
22082349,5,1,browser,browser,1,1,0,0,0,0,1,0,0,0,2,2,2,0,0,0,1,1,0,4,1,3,1,36081,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,387.6628557
22082408,5,9,rmove,rmove,7,5,2,1,1,1,1,1,1,1,2,2,2,0,0,2,0,0,18,2,1,5,2,36081,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,119.2049276
22082413,5,3,browser,rmove,7,5,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,19,1,1,5,2,36081,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,3,0,0,0,1,0,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,2826.178869
22082478,5,1,browser,browser,1,1,0,0,0,1,0,0,0,0,3,3,3,0,1,1,2,2,8,6,997,2,1,36081,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,1,0,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,1,0,0,0,0,0,0,0,995,995,995,995,995,995,995,995,2,1602.369552
22082493,5,1,browser,browser,1,1,0,0,0,1,0,0,0,0,3,3,3,0,0,2,1,1,2,2,1,5,2,36081,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,3,0,0,0,1,0,1,1,0,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,0,0,0,0,0,0,0,0,995,995,995,995,995,995,995,995,1,392.6434101
22082496,5,3,browser,rmove,7,5,2,1,1,1,1,1,1,1,4,4,4,0,0,3,0,0,45,1,2,3,2,36081,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,3,306.9245834
22082632,5,9,rmove,rmove,7,5,2,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,51,4,1,5,2,36081,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,240.1983937
22082648,5,3,browser,rmove,7,5,2,1,1,1,1,1,1,1,2,2,2,0,0,2,0,0,22,5,1,4,1,36081,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,1,0,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,0,1,0,0,1,0,0,0,995,995,995,995,995,995,995,995,1,368.773883
22082714,5,1,browser,browser,1,1,0,0,0,0,1,0,0,0,5,5,2,3,0,1,1,1,2,2,3,1,999,36081,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,3,0,0,0,0,1,3,1,0,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,1,0,0,0,0,0,0,0,995,995,995,995,995,995,995,995,2,3398.922372
22082775,5,9,rmove,rmove,7,5,2,1,1,1,1,1,1,1,3,3,3,0,0,3,0,0,81,4,1,997,2,36081,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,1,0,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,0,0,0,0,0,0,0,0,995,995,995,995,995,995,995,995,6,601.8503526
22082798,5,9,rmove,rmove,6,5,1,1,1,1,1,1,0,1,2,2,2,0,0,2,0,0,56,2,2,3,2,36081,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,1,0,0,1,0,1,1,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,1,0,0,0,0,0,0,0,0,995,995,995,995,995,995,995,995,2,300.2088994
22082856,5,1,browser,browser,1,1,0,0,0,1,0,0,0,0,2,2,2,0,0,2,0,0,2,5,1,5,2,36081,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,123.9862654
22083088,5,9,rmove,rmove,6,4,2,1,1,1,0,1,1,1,3,3,3,0,0,2,0,0,42,3,1,2,2,36081,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,1,0,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,1,0,0,0,0,0,0,0,995,995,995,995,995,995,995,995,5,3062.779676
22083118,5,9,rmove,rmove,5,4,1,1,1,0,1,1,0,1,2,2,2,0,0,2,1,1,47,5,1,5,2,36081,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,995,995,995,995,995,5,1,0,0,2,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,995,995,995,995,995,995,995,995,1,119.359857
22083223,5,9,rmove,rmove,7,5,2,1,1,1,1,1,1,1,2,2,2,0,1,2,1,1,29,6,1,4,2,36081,2,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,1,0,0,995,995,995,995,995,995,995,995,2,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,120.7265896
22083249,5,9,rmove,rmove,7,5,2,1,1,1,1,1,1,1,2,2,2,0,0,1,0,0,49,6,1,5,2,36081,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,1,0,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,1,0,0,0,0,0,0,0,995,995,995,995,995,995,995,995,1,631.0403069
22083258,5,9,rmove,rmove,6,4,2,1,1,0,1,1,1,1,2,2,2,0,0,1,1,1,28,999,1,3,2,36081,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,995,995,995,995,995,0,995,995,995,2,995,995,995,995,995,995,995,995,995,0,0,0,1,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,5926.559883
22083305,5,9,rmove,rmove,6,4,2,1,0,1,1,1,1,1,2,2,2,0,0,2,0,0,68,5,1,5,2,36081,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,168.5847183
22083345,5,9,rmove,rmove,6,5,1,1,1,1,1,1,1,0,7,5,2,5,0,0,0,0,35,1,1,3,2,36081,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,997,813.3937289
