hh_id,num_trips,person_id,person_num,day_id,travel_dow,day_num,is_complete,travel_date,summary_complete,num_complete_trip_surveys,begin_day,end_day,telecommute_time,delivery_2,delivery_3,delivery_4,delivery_5,delivery_6,delivery_7,delivery_8,delivery_9,delivery_996,shop_online,no_travel_1,no_travel_2,no_travel_3,no_travel_4,no_travel_5,no_travel_6,no_travel_7,no_travel_8,no_travel_9,no_travel_11,no_travel_12,no_travel_13,no_travel_99,wkday_weight,svnday_weight
22078284,0,2207828401,1,220782840104,4,4,1,10/13/2022,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,51.24038381,25.6201919
22078284,0,2207828401,1,220782840105,5,5,1,10/14/2022,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25.6201919
22078284,0,2207828401,1,220782840106,6,6,1,10/15/2022,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25.6201919
22078284,0,2207828401,1,220782840107,7,7,1,10/16/2022,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25.6201919
22078288,4,2207828801,1,220782880101,3,1,1,10/12/2022,1,4,1,1,995,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,38.35113831,21.91493618
22078288,2,2207828801,1,220782880102,4,2,1,10/13/2022,1,2,1,1,995,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,38.35113831,21.91493618
22078288,0,2207828801,1,220782880103,5,3,1,10/14/2022,1,0,1,1,995,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21.91493618
22078288,0,2207828801,1,220782880104,6,4,1,10/15/2022,1,0,1,1,995,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21.91493618
22078288,0,2207828801,1,220782880105,7,5,1,10/16/2022,1,0,1,1,995,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21.91493618
22078288,2,2207828801,1,220782880106,1,6,1,10/17/2022,1,2,1,1,995,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,38.35113831,21.91493618
22078288,4,2207828801,1,220782880107,2,7,1,10/18/2022,1,4,1,1,995,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,38.35113831,21.91493618
22078305,2,2207830501,1,220783050101,2,1,1,10/18/2022,1,2,1,1,995,0,0,0,0,0,0,0,0,1,1,995,995,995,995,995,995,995,995,995,995,995,995,995,7623.439009,7623.439009
22078342,2,2207834201,1,220783420101,3,1,1,10/12/2022,1,2,1,1,0,0,0,0,1,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,38.42520362,21.95725921
22078342,5,2207834201,1,220783420102,4,2,1,10/13/2022,1,5,1,1,0,0,0,0,0,1,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,38.42520362,21.95725921
22078342,6,2207834201,1,220783420103,5,3,1,10/14/2022,1,6,1,1,540,1,0,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,0,21.95725921
22078342,6,2207834201,1,220783420104,6,4,1,10/15/2022,1,6,1,1,0,0,0,0,1,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,21.95725921
22078342,4,2207834201,1,220783420105,7,5,1,10/16/2022,1,4,1,1,0,1,0,0,1,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,21.95725921
22078342,2,2207834201,1,220783420106,1,6,1,10/17/2022,1,2,1,1,0,0,0,0,1,1,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,38.42520362,21.95725921
22078342,5,2207834201,1,220783420107,2,7,1,10/18/2022,1,5,1,1,0,0,0,0,1,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,38.42520362,21.95725921
22078347,6,2207834701,1,220783470101,4,1,1,10/13/2022,1,6,1,1,995,0,0,0,1,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,1516.116287,866.3521641
22078347,2,2207834701,1,220783470102,5,2,1,10/14/2022,1,2,1,7,995,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,866.3521641
22078347,8,2207834701,1,220783470103,6,3,1,10/15/2022,1,8,7,7,995,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,866.3521641
22078347,4,2207834701,1,220783470104,7,4,1,10/16/2022,1,4,7,1,995,0,0,0,1,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,866.3521641
22078347,1,2207834701,1,220783470105,1,5,1,10/17/2022,1,1,1,1,995,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,1516.116287,866.3521641
22078347,5,2207834701,1,220783470106,2,6,1,10/18/2022,1,5,1,1,995,0,0,0,1,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,1516.116287,866.3521641
22078347,0,2207834701,1,220783470107,3,7,1,10/19/2022,1,0,1,1,995,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1516.116287,866.3521641
22078480,9,2207848001,1,220784800101,6,1,1,10/15/2022,1,9,1,1,0,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,22.09966514
22078480,2,2207848001,1,220784800102,7,2,1,10/16/2022,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,22.09966514
22078480,5,2207848001,1,220784800103,1,3,1,10/17/2022,1,5,1,1,420,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,38.674414,22.09966514
22078480,2,2207848001,1,220784800104,2,4,1,10/18/2022,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,38.674414,22.09966514
22078480,2,2207848001,1,220784800105,3,5,1,10/19/2022,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,38.674414,22.09966514
22078480,4,2207848001,1,220784800106,4,6,1,10/20/2022,1,4,1,1,0,1,0,0,0,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,38.674414,22.09966514
22078480,3,2207848001,1,220784800107,5,7,1,10/21/2022,1,3,1,1,420,0,0,0,1,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,22.09966514
22078488,12,2207848801,1,220784880101,3,1,1,10/12/2022,1,12,1,1,300,0,0,0,0,0,0,0,0,1,1,995,995,995,995,995,995,995,995,995,995,995,995,995,53.08788064,26.54394032
22078488,18,2207848801,1,220784880102,4,2,0,10/13/2022,1,17,1,1,495,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,0
22078488,10,2207848801,1,220784880103,5,3,1,10/14/2022,1,10,1,1,480,0,0,0,1,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,0,26.54394032
22078488,5,2207848801,1,220784880104,6,4,1,10/15/2022,1,5,1,1,0,0,0,0,0,0,0,1,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,0,26.54394032
22078488,0,2207848801,1,220784880105,7,5,1,10/16/2022,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,26.54394032
22078488,2,2207848801,1,220784880106,1,6,1,10/17/2022,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,53.08788064,26.54394032
22078488,5,2207848801,1,220784880107,2,7,1,10/18/2022,1,5,1,1,510,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,53.08788064,26.54394032
22078491,2,2207849101,1,220784910101,4,1,1,10/13/2022,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,5011.568397,5011.568397
22078573,2,2207857301,1,220785730101,4,1,1,10/13/2022,1,2,1,1,420,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,155.3380438,155.3380438
22078584,4,2207858401,1,220785840101,4,1,1,10/20/2022,1,4,997,997,995,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,153.381298,153.381298
22078601,8,2207860101,1,220786010101,5,1,1,10/14/2022,1,8,1,1,0,0,0,0,0,0,0,0,0,1,1,995,995,995,995,995,995,995,995,995,995,995,995,995,0,23.0766207
22078601,8,2207860101,1,220786010102,6,2,1,10/15/2022,1,8,1,1,0,0,0,0,0,0,0,0,0,1,1,995,995,995,995,995,995,995,995,995,995,995,995,995,0,23.0766207
22078601,7,2207860101,1,220786010103,7,3,1,10/16/2022,1,7,1,1,0,0,0,0,0,0,0,0,0,1,1,995,995,995,995,995,995,995,995,995,995,995,995,995,0,23.0766207
22078601,9,2207860101,1,220786010104,1,4,1,10/17/2022,1,9,1,1,0,1,0,0,0,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,40.38408623,23.0766207
22078601,13,2207860101,1,220786010105,2,5,1,10/18/2022,1,13,1,1,0,1,0,0,0,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,40.38408623,23.0766207
22078601,6,2207860101,1,220786010106,3,6,1,10/19/2022,1,6,1,1,0,0,0,0,1,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,40.38408623,23.0766207
22078601,14,2207860101,1,220786010107,4,7,1,10/20/2022,1,14,1,1,0,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,40.38408623,23.0766207
22078615,3,2207861501,1,220786150101,2,1,1,10/04/2022,1,3,1,1,0,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,1903.03805,1268.692034
22078615,4,2207861501,1,220786150102,3,2,1,10/05/2022,1,4,1,1,0,0,0,0,0,0,0,0,0,1,1,995,995,995,995,995,995,995,995,995,995,995,995,995,1903.03805,1268.692034
22078615,6,2207861501,1,220786150103,4,3,1,10/06/2022,1,6,1,1,0,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,1903.03805,1268.692034
22078615,6,2207861501,1,220786150104,5,4,0,10/07/2022,1,3,1,2,0,0,0,0,0,0,1,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,0,0
22078615,11,2207861501,1,220786150105,6,5,1,10/08/2022,1,11,2,4,0,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,1268.692034
22078615,6,2207861501,1,220786150106,7,6,1,10/09/2022,1,6,4,4,0,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,1268.692034
22078615,3,2207861501,1,220786150107,1,7,1,10/10/2022,1,3,4,1,0,0,0,0,1,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,1903.03805,1268.692034
22078637,4,2207863701,1,220786370101,2,1,1,10/04/2022,1,4,1,3,360,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,5919.756745,2367.902698
22078637,0,2207863701,1,220786370102,3,2,0,10/05/2022,1,0,1,1,600,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22078637,5,2207863701,1,220786370103,4,3,1,10/06/2022,1,5,1,3,375,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,5919.756745,2367.902698
22078637,3,2207863701,1,220786370104,5,4,1,10/07/2022,1,3,1,3,360,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,2367.902698
22078637,0,2207863701,1,220786370105,6,5,1,10/08/2022,1,0,1,1,600,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2367.902698
22078637,2,2207863701,1,220786370106,7,6,1,10/09/2022,1,2,1,1,480,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,2367.902698
22078637,3,2207863701,1,220786370107,1,7,0,10/10/2022,0,3,1,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,0
22078701,2,2207870101,1,220787010101,2,1,1,10/11/2022,1,2,1,1,510,0,0,0,1,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,39.08826474,22.33615128
22078701,4,2207870101,1,220787010102,3,2,1,10/12/2022,1,4,1,1,510,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,39.08826474,22.33615128
22078701,2,2207870101,1,220787010103,4,3,1,10/13/2022,1,2,1,1,510,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,39.08826474,22.33615128
22078701,4,2207870101,1,220787010104,5,4,1,10/14/2022,1,4,1,1,510,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,22.33615128
22078701,5,2207870101,1,220787010105,6,5,1,10/15/2022,1,5,1,1,0,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,22.33615128
22078701,13,2207870101,1,220787010106,7,6,1,10/16/2022,1,13,1,1,0,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,22.33615128
22078701,2,2207870101,1,220787010107,1,7,1,10/17/2022,1,2,1,1,510,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,39.08826474,22.33615128
22078726,8,2207872601,1,220787260101,7,1,1,10/09/2022,1,8,2,2,995,0,0,0,1,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,0,1077.373863
22078726,3,2207872601,1,220787260102,1,2,1,10/10/2022,1,3,2,2,995,0,0,0,1,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,1885.40426,1077.373863
22078726,6,2207872601,1,220787260103,2,3,1,10/11/2022,1,6,2,2,995,0,0,0,1,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,1885.40426,1077.373863
22078726,14,2207872601,1,220787260104,3,4,1,10/12/2022,1,14,2,2,995,0,0,0,1,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,1885.40426,1077.373863
22078726,2,2207872601,1,220787260105,4,5,1,10/13/2022,1,2,2,2,995,0,0,0,1,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,1885.40426,1077.373863
22078726,2,2207872601,1,220787260106,5,6,1,10/14/2022,1,2,2,2,995,0,0,0,1,0,0,0,1,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,0,1077.373863
22078726,0,2207872601,1,220787260107,6,7,1,10/15/2022,1,0,2,2,995,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1077.373863
22078751,4,2207875101,1,220787510101,3,1,1,10/05/2022,1,4,1,1,420,0,0,0,1,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,134.1691367,67.08456834
22078751,10,2207875101,1,220787510102,4,2,1,10/06/2022,1,10,1,1,15,0,0,0,1,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,134.1691367,67.08456834
22078751,8,2207875101,1,220787510103,5,3,1,10/07/2022,1,8,1,1,240,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,67.08456834
22078751,8,2207875101,1,220787510104,6,4,1,10/08/2022,1,8,1,1,0,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,67.08456834
22078751,8,2207875101,1,220787510105,7,5,1,10/09/2022,1,8,1,1,0,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,67.08456834
22078751,12,2207875101,1,220787510106,1,6,0,10/10/2022,1,11,1,1,240,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,0
22078751,10,2207875101,1,220787510107,2,7,1,10/11/2022,1,10,1,1,210,0,0,0,0,0,0,0,0,1,1,995,995,995,995,995,995,995,995,995,995,995,995,995,134.1691367,67.08456834
22078828,4,2207882801,1,220788280101,4,1,0,10/13/2022,1,3,1,1,270,0,0,0,1,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,0
22078828,5,2207882801,1,220788280102,5,2,1,10/14/2022,1,5,1,1,180,0,0,0,1,0,0,1,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,0,374.5867846
22078828,2,2207882801,1,220788280103,6,3,1,10/15/2022,1,2,1,1,390,1,0,0,1,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,0,374.5867846
22078828,4,2207882801,1,220788280104,7,4,1,10/16/2022,1,4,1,1,315,1,0,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,0,374.5867846
22078828,9,2207882801,1,220788280105,1,5,1,10/17/2022,1,9,1,1,240,0,0,0,1,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,749.1735692,374.5867846
22078828,5,2207882801,1,220788280106,2,6,1,10/18/2022,1,5,1,1,360,1,0,0,1,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,749.1735692,374.5867846
22078828,6,2207882801,1,220788280107,3,7,1,10/19/2022,1,6,1,1,270,1,0,0,1,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,749.1735692,374.5867846
22078841,7,2207884101,1,220788410101,4,1,1,10/20/2022,1,7,1,1,480,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,38.52983308,22.01704748
22078841,8,2207884101,1,220788410102,5,2,1,10/21/2022,1,8,1,1,480,1,0,0,1,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,0,22.01704748
22078841,4,2207884101,1,220788410103,6,3,1,10/22/2022,1,4,1,1,0,1,0,0,1,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,22.01704748
22078841,2,2207884101,1,220788410104,7,4,1,10/23/2022,1,2,1,1,0,0,0,0,1,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,0,22.01704748
22078841,8,2207884101,1,220788410105,1,5,1,10/24/2022,1,8,1,1,480,0,0,0,1,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,38.52983308,22.01704748
22078841,14,2207884101,1,220788410106,2,6,1,10/25/2022,1,14,1,1,480,0,0,0,1,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,38.52983308,22.01704748
22078841,11,2207884101,1,220788410107,3,7,1,10/26/2022,1,11,1,1,480,0,0,0,1,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,38.52983308,22.01704748
22078873,9,2207887301,1,220788730101,3,1,1,11/02/2022,1,9,1,1,995,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,156.4122177,156.4122177
22078889,11,2207888901,1,220788890101,6,1,1,10/15/2022,1,11,1,1,0,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,25.87520388
22078889,10,2207888901,1,220788890102,7,2,1,10/16/2022,1,10,1,1,0,0,0,0,1,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,25.87520388
22078889,12,2207888901,1,220788890103,1,3,1,10/17/2022,1,12,1,1,0,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,51.75040776,25.87520388
22078889,9,2207888901,1,220788890104,2,4,1,10/18/2022,1,9,1,1,0,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,51.75040776,25.87520388
22078889,10,2207888901,1,220788890105,3,5,1,10/19/2022,1,10,1,1,0,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,51.75040776,25.87520388
22078889,16,2207888901,1,220788890106,4,6,0,10/20/2022,1,12,1,7,0,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,0
22078889,6,2207888901,1,220788890107,5,7,1,10/21/2022,1,6,7,1,0,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,25.87520388
22078958,5,2207895801,1,220789580101,3,1,1,10/19/2022,1,5,1,1,995,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,38.37939778,21.93108445
22078958,9,2207895801,1,220789580102,4,2,1,10/20/2022,1,9,1,1,995,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,38.37939778,21.93108445
22078958,3,2207895801,1,220789580103,5,3,1,10/21/2022,1,3,1,1,995,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,21.93108445
22078958,2,2207895801,1,220789580104,6,4,1,10/22/2022,1,2,1,1,995,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,21.93108445
22078958,4,2207895801,1,220789580105,7,5,1,10/23/2022,1,4,1,1,995,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,21.93108445
22078958,0,2207895801,1,220789580106,1,6,1,10/24/2022,1,0,1,1,995,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,38.37939778,21.93108445
22078958,2,2207895801,1,220789580107,2,7,1,10/25/2022,1,2,1,1,995,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,38.37939778,21.93108445
22079005,1,2207900501,1,220790050101,2,1,1,10/11/2022,1,1,997,1,435,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,791.5923488,791.5923488
22079032,11,2207903201,1,220790320101,5,1,1,10/07/2022,1,11,5,2,995,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,34.33022805
22079032,4,2207903201,1,220790320102,6,2,1,10/08/2022,1,4,2,2,995,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,34.33022805
22079032,7,2207903201,1,220790320103,7,3,1,10/09/2022,1,7,1,2,995,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,34.33022805
22079032,6,2207903201,1,220790320104,1,4,1,10/10/2022,1,6,2,1,995,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,60.07789909,34.33022805
22079032,2,2207903201,1,220790320105,2,5,1,10/11/2022,1,2,1,1,995,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,60.07789909,34.33022805
22079032,2,2207903201,1,220790320106,3,6,1,10/12/2022,1,2,1,1,995,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,60.07789909,34.33022805
22079032,8,2207903201,1,220790320107,4,7,1,10/13/2022,1,8,1,1,995,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,60.07789909,34.33022805
22079049,2,2207904901,1,220790490101,3,1,1,10/26/2022,1,2,1,1,480,0,0,0,1,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,39.09060199,26.06040132
22079049,0,2207904901,1,220790490102,4,2,1,10/27/2022,1,0,1,1,480,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,39.09060199,26.06040132
22079049,5,2207904901,1,220790490103,5,3,1,10/28/2022,1,5,1,1,390,0,0,0,1,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,0,26.06040132
22079049,7,2207904901,1,220790490104,6,4,0,10/29/2022,1,6,1,1,0,0,0,0,1,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,0
22079049,6,2207904901,1,220790490105,7,5,1,10/30/2022,1,6,1,1,0,0,0,0,1,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,0,26.06040132
22079049,5,2207904901,1,220790490106,1,6,1,10/31/2022,1,5,1,1,0,0,0,0,1,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,39.09060199,26.06040132
22079049,5,2207904901,1,220790490107,2,7,1,11/01/2022,1,5,1,1,0,0,0,0,1,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,39.09060199,26.06040132
22079072,2,2207907201,1,220790720101,4,1,1,10/13/2022,1,2,1,1,480,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,117.4660166,67.12343804
22079072,9,2207907201,1,220790720102,5,2,1,10/14/2022,1,9,1,1,480,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,67.12343804
22079072,6,2207907201,1,220790720103,6,3,1,10/15/2022,1,6,1,7,0,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,67.12343804
22079072,13,2207907201,1,220790720104,7,4,1,10/16/2022,1,13,7,1,0,0,0,0,0,0,0,0,0,1,1,995,995,995,995,995,995,995,995,995,995,995,995,995,0,67.12343804
22079072,8,2207907201,1,220790720105,1,5,1,10/17/2022,1,8,1,1,240,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,117.4660166,67.12343804
22079072,11,2207907201,1,220790720106,2,6,1,10/18/2022,1,11,1,1,240,0,0,0,0,0,0,0,1,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,117.4660166,67.12343804
22079072,6,2207907201,1,220790720107,3,7,1,10/19/2022,1,6,1,1,480,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,117.4660166,67.12343804
22079082,0,2207908201,1,220790820101,2,1,1,10/04/2022,1,0,1,1,480,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,72.30558582,36.15279291
22079082,7,2207908201,1,220790820102,3,2,1,10/05/2022,1,7,1,1,480,0,0,1,0,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,72.30558582,36.15279291
22079082,0,2207908201,1,220790820103,4,3,0,10/06/2022,1,0,1,1,195,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22079082,0,2207908201,1,220790820104,5,4,1,10/07/2022,1,0,1,1,420,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,36.15279291
22079082,8,2207908201,1,220790820105,6,5,1,10/08/2022,1,8,1,1,0,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,36.15279291
22079082,1,2207908201,1,220790820106,7,6,1,10/09/2022,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,36.15279291
